id,category_id,generic_name,brand_name,maker,device_type,device_name,dose,administration_route,frequency,indication,self_injection,source,last_verified
1,1,インスリン製剤（超速効型）,フィアスプ注,ノボ ノルディスク,ペン型カートリッジ,ペンフィル 3mL,100単位/mL,皮下注,毎日,1型・2型糖尿病,可,https://www.kegg.jp/medicus-bin/similar_product?kegg_drug=DG01636,2026-04
2,1,インスリン製剤（超速効型）,フィアスプ注,ノボ ノルディスク,プレフィルドペン,フレックスタッチ,100単位/mL,皮下注,毎日,1型・2型糖尿病,可,https://www.kegg.jp/medicus-bin/similar_product?kegg_drug=DG01636,2026-04
3,1,インスリン製剤（超速効型）,ノボラピッド注,ノボ ノルディスク,ペン型カートリッジ,ペンフィル 3mL,100単位/mL,皮下注,毎日,1型・2型糖尿病,可,https://www.kegg.jp/medicus-bin/similar_product?kegg_drug=DG01636,2026-04
4,1,インスリン製剤（超速効型）,ノボラピッド注,ノボ ノルディスク,プレフィルドペン,フレックスタッチ,100単位/mL,皮下注,毎日,1型・2型糖尿病,可,https://www.kegg.jp/medicus-bin/similar_product?kegg_drug=DG01636,2026-04
5,1,インスリン製剤（超速効型）,ノボラピッド注30ミックス,ノボ ノルディスク,プレフィルドペン,フレックスペン,100単位/mL,皮下注,毎日,1型・2型糖尿病,可,https://www.kegg.jp/medicus-bin/similar_product?kegg_drug=DG01636,2026-04
6,1,インスリン製剤（超速効型）,ノボラピッド注30ミックス,ノボ ノルディスク,ペン型カートリッジ,ペンフィル 3mL,100単位/mL,皮下注,毎日,1型・2型糖尿病,可,https://www.kegg.jp/medicus-bin/similar_product?kegg_drug=DG01636,2026-04
7,1,インスリン製剤（超速効型）,ノボラピッド注50ミックス,ノボ ノルディスク,プレフィルドペン,フレックスペン,100単位/mL,皮下注,毎日,1型・2型糖尿病,可,https://www.kegg.jp/medicus-bin/similar_product?kegg_drug=DG01636,2026-04
8,1,インスリン製剤（超速効型）,ルムジェブ注,日本イーライリリー,ペン型カートリッジ,カート 3mL,100単位/mL,皮下注,毎日,1型・2型糖尿病,可,https://www.kegg.jp/medicus-bin/similar_product?kegg_drug=DG01636,2026-04
9,1,インスリン製剤（超速効型）,ルムジェブ注,日本イーライリリー,プレフィルドペン,ミリオペン,100単位/mL,皮下注,毎日,1型・2型糖尿病,可,https://www.kegg.jp/medicus-bin/similar_product?kegg_drug=DG01636,2026-04
10,1,インスリン製剤（超速効型）,ルムジェブ注,日本イーライリリー,プレフィルドペン,ミリオペンHD,200単位/mL,皮下注,毎日,1型・2型糖尿病,可,https://www.kegg.jp/medicus-bin/similar_product?kegg_drug=DG01636,2026-04
11,1,インスリン製剤（超速効型）,ヒューマログ注,日本イーライリリー,ペン型カートリッジ,カート 3mL,100単位/mL,皮下注,毎日,1型・2型糖尿病,可,https://www.kegg.jp/medicus-bin/similar_product?kegg_drug=DG01636,2026-04
12,1,インスリン製剤（超速効型）,ヒューマログ注,日本イーライリリー,プレフィルドペン,ミリオペン,100単位/mL,皮下注,毎日,1型・2型糖尿病,可,https://www.kegg.jp/medicus-bin/similar_product?kegg_drug=DG01636,2026-04
13,1,インスリン製剤（超速効型）,ヒューマログミックス25注,日本イーライリリー,ペン型カートリッジ,カート 3mL,100単位/mL,皮下注,毎日,1型・2型糖尿病,可,https://www.kegg.jp/medicus-bin/similar_product?kegg_drug=DG01636,2026-04
14,1,インスリン製剤（超速効型）,ヒューマログミックス25注,日本イーライリリー,プレフィルドペン,ミリオペン,100単位/mL,皮下注,毎日,1型・2型糖尿病,可,https://www.kegg.jp/medicus-bin/similar_product?kegg_drug=DG01636,2026-04
15,1,インスリン製剤（超速効型）,ヒューマログミックス50注,日本イーライリリー,ペン型カートリッジ,カート 3mL,100単位/mL,皮下注,毎日,1型・2型糖尿病,可,https://www.kegg.jp/medicus-bin/similar_product?kegg_drug=DG01636,2026-04
16,1,インスリン製剤（超速効型）,ヒューマログミックス50注,日本イーライリリー,プレフィルドペン,ミリオペン,100単位/mL,皮下注,毎日,1型・2型糖尿病,可,https://www.kegg.jp/medicus-bin/similar_product?kegg_drug=DG01636,2026-04
17,1,インスリン製剤（超速効型）,アピドラ注,サノフィ,プレフィルドペン,ソロスター,100単位/mL,皮下注,毎日,1型・2型糖尿病,可,https://www.kegg.jp/medicus-bin/similar_product?kegg_drug=DG01636,2026-04
18,1,インスリン製剤（超速効型）,アピドラ注,サノフィ,ペン型カートリッジ,カート 3mL,100単位/mL,皮下注,毎日,1型・2型糖尿病,可,https://www.kegg.jp/medicus-bin/similar_product?kegg_drug=DG01636,2026-04
19,1,インスリン製剤（超速効型）,インスリンリスプロBS注,各社BS,プレフィルドペン/カート,,100単位/mL,皮下注,毎日,1型・2型糖尿病,可,https://www.kegg.jp/medicus-bin/similar_product?kegg_drug=DG01636,2026-04
20,1,インスリン製剤（超速効型）,インスリンアスパルトBS注,各社BS,プレフィルドペン/カート,,100単位/mL,皮下注,毎日,1型・2型糖尿病,可,https://www.kegg.jp/medicus-bin/similar_product?kegg_drug=DG01636,2026-04
21,1,インスリン製剤（速効型）,ノボリンR注,ノボ ノルディスク,プレフィルドペン,フレックスペン,100単位/mL,皮下注/静注,毎日,1型・2型糖尿病,可,https://www.kegg.jp/medicus-bin/similar_product?kegg_drug=DG01636,2026-04
22,1,インスリン製剤（速効型）,ヒューマリンR注,日本イーライリリー,バイアル,,100単位/mL,皮下注/静注,毎日,1型・2型糖尿病,可,https://www.kegg.jp/medicus-bin/similar_product?kegg_drug=DG01636,2026-04
23,1,インスリン製剤（速効型）,ヒューマリンR注,日本イーライリリー,ペン型カートリッジ,カート 3mL,100単位/mL,皮下注,毎日,1型・2型糖尿病,可,https://www.kegg.jp/medicus-bin/similar_product?kegg_drug=DG01636,2026-04
24,1,インスリン製剤（速効型）,ヒューマリンR注,日本イーライリリー,プレフィルドペン,ミリオペン,100単位/mL,皮下注,毎日,1型・2型糖尿病,可,https://www.kegg.jp/medicus-bin/similar_product?kegg_drug=DG01636,2026-04
25,1,インスリン製剤（中間型）,ノボリンN注,ノボ ノルディスク,プレフィルドペン,フレックスペン,100単位/mL,皮下注,毎日,2型糖尿病,可,https://www.kegg.jp/medicus-bin/similar_product?kegg_drug=DG01636,2026-04
26,1,インスリン製剤（中間型）,ヒューマリンN注,日本イーライリリー,バイアル,,100単位/mL,皮下注,毎日,2型糖尿病,可,https://www.kegg.jp/medicus-bin/similar_product?kegg_drug=DG01636,2026-04
27,1,インスリン製剤（中間型）,ヒューマリンN注,日本イーライリリー,ペン型カートリッジ,カート 3mL,100単位/mL,皮下注,毎日,2型糖尿病,可,https://www.kegg.jp/medicus-bin/similar_product?kegg_drug=DG01636,2026-04
28,1,インスリン製剤（中間型）,ヒューマリンN注,日本イーライリリー,プレフィルドペン,ミリオペン,100単位/mL,皮下注,毎日,2型糖尿病,可,https://www.kegg.jp/medicus-bin/similar_product?kegg_drug=DG01636,2026-04
29,1,インスリン製剤（混合型）,ノボリン30R注,ノボ ノルディスク,プレフィルドペン,フレックスペン,100単位/mL,皮下注,毎日,2型糖尿病,可,https://www.kegg.jp/medicus-bin/similar_product?kegg_drug=DG01636,2026-04
30,1,インスリン製剤（混合型）,ヒューマリン3/7注,日本イーライリリー,バイアル,,100単位/mL,皮下注,毎日,2型糖尿病,可,https://www.kegg.jp/medicus-bin/similar_product?kegg_drug=DG01636,2026-04
31,1,インスリン製剤（混合型）,ヒューマリン3/7注,日本イーライリリー,ペン型カートリッジ,カート 3mL,100単位/mL,皮下注,毎日,2型糖尿病,可,https://www.kegg.jp/medicus-bin/similar_product?kegg_drug=DG01636,2026-04
32,1,インスリン製剤（混合型）,ヒューマリン3/7注,日本イーライリリー,プレフィルドペン,ミリオペン,100単位/mL,皮下注,毎日,2型糖尿病,可,https://www.kegg.jp/medicus-bin/similar_product?kegg_drug=DG01636,2026-04
33,1,インスリン製剤（持効型溶解）,トレシーバ注,ノボ ノルディスク,ペン型カートリッジ,ペンフィル 3mL,100単位/mL,皮下注,毎日,1型・2型糖尿病,可,https://www.kegg.jp/medicus-bin/similar_product?kegg_drug=DG01636,2026-04
34,1,インスリン製剤（持効型溶解）,トレシーバ注,ノボ ノルディスク,プレフィルドペン,フレックスタッチ,100単位/mL,皮下注,毎日,1型・2型糖尿病,可,https://www.kegg.jp/medicus-bin/similar_product?kegg_drug=DG01636,2026-04
35,1,インスリン製剤（持効型溶解）,ランタス注,サノフィ,バイアル,,100単位/mL,皮下注,毎日,1型・2型糖尿病,可,https://www.kegg.jp/medicus-bin/similar_product?kegg_drug=DG01636,2026-04
36,1,インスリン製剤（持効型溶解）,ランタス注,サノフィ,プレフィルドペン,ソロスター,100単位/mL,皮下注,毎日,1型・2型糖尿病,可,https://www.kegg.jp/medicus-bin/similar_product?kegg_drug=DG01636,2026-04
37,1,インスリン製剤（持効型溶解）,ランタスXR注,サノフィ,プレフィルドペン,ソロスター,300単位/mL,皮下注,毎日,1型・2型糖尿病,可,https://www.kegg.jp/medicus-bin/similar_product?kegg_drug=DG01636,2026-04
38,1,インスリン製剤（持効型溶解）,レベミル注,ノボ ノルディスク,ペン型カートリッジ,ペンフィル 3mL,100単位/mL,皮下注,毎日,1型・2型糖尿病,可,https://www.kegg.jp/medicus-bin/similar_product?kegg_drug=DG01636,2026-04
39,1,インスリン製剤（持効型溶解）,レベミル注,ノボ ノルディスク,プレフィルドペン,フレックスペン,100単位/mL,皮下注,毎日,1型・2型糖尿病,可,https://www.kegg.jp/medicus-bin/similar_product?kegg_drug=DG01636,2026-04
40,1,インスリン製剤（持効型溶解）,インスリングラルギンBS注,各社BS,プレフィルドペン/バイアル,,100単位/mL,皮下注,毎日,1型・2型糖尿病,可,https://www.kegg.jp/medicus-bin/similar_product?kegg_drug=DG01636,2026-04
41,1,インスリン製剤（週1回型）,アウィクリ注,ノボ ノルディスク,プレフィルドペン,フレックスタッチ,700単位/mL,皮下注,週1回,2型糖尿病,可,https://www.kegg.jp/medicus-bin/similar_product?kegg_drug=DG01636,2026-04
42,1,インスリン製剤（配合溶解）,ライゾデグ配合注,ノボ ノルディスク,プレフィルドペン,フレックスタッチ,100単位/mL,皮下注,毎日,1型・2型糖尿病,可,https://www.kegg.jp/medicus-bin/similar_product?kegg_drug=DG01636,2026-04
43,46,インスリン・GLP-1受容体アゴニスト配合剤,ゾルトファイ配合注,ノボ ノルディスク,プレフィルドペン,フレックスタッチ,,皮下注,毎日,2型糖尿病,可,https://kanri.nkdesk.com/chouzai/chouzai5.php,2026-04
44,46,インスリン・GLP-1受容体アゴニスト配合剤,ソリクア配合注,サノフィ,プレフィルドペン,ソロスター,,皮下注,毎日,2型糖尿病,可,https://kanri.nkdesk.com/chouzai/chouzai5.php,2026-04
45,15,グルカゴン様ペプチド-1受容体アゴニスト,ビクトーザ皮下注18mg,ノボ ノルディスク,ペン型,ビクトーザペン,18mg/3mL,皮下注,毎日,2型糖尿病,可,https://kanri.nkdesk.com/drags/glp.php,2026-04
46,15,グルカゴン様ペプチド-1受容体アゴニスト,バイエッタ皮下注,アストラゼネカ,ペン型,,5μg/10μg,皮下注,毎日,2型糖尿病,可,https://kanri.nkdesk.com/drags/glp.php,2026-04
47,15,グルカゴン様ペプチド-1受容体アゴニスト,ビデュリオン皮下注,アストラゼネカ,ペン型,,2mg,皮下注,週1回,2型糖尿病,可,https://kanri.nkdesk.com/drags/glp.php,2026-04
48,15,グルカゴン様ペプチド-1受容体アゴニスト,リキスミア皮下注,サノフィ,ペン型,,10μg/20μg,皮下注,毎日,2型糖尿病,可,https://kanri.nkdesk.com/drags/glp.php,2026-04
49,15,グルカゴン様ペプチド-1受容体アゴニスト,トルリシティ皮下注0.75mgアテオス,日本イーライリリー,アテオス（一体型使い捨て）,アテオス,0.75mg,皮下注,週1回,2型糖尿病,可,https://kanri.nkdesk.com/drags/glp.php,2026-04
50,15,グルカゴン様ペプチド-1受容体アゴニスト,トルリシティ皮下注1.5mgアテオス,日本イーライリリー,アテオス（一体型使い捨て）,アテオス,1.5mg,皮下注,週1回,2型糖尿病,可,https://kanri.nkdesk.com/drags/glp.php,2026-04
51,15,グルカゴン様ペプチド-1受容体アゴニスト,オゼンピック皮下注2mg,ノボ ノルディスク,ペン型,オゼンピックペン,0.25mg/0.5mg/1mg/2mg,皮下注,週1回,2型糖尿病,可,https://kanri.nkdesk.com/drags/glp.php,2026-04
52,15,グルカゴン様ペプチド-1受容体アゴニスト,ウゴービ皮下注（各用量）SD型,ノボ ノルディスク,SD型（1回使い捨てシリンジ）,ウゴービSD,0.25〜2.4mg,皮下注,週1回,肥満症,可,https://www.kegg.jp/medicus-bin/similar_product?kegg_drug=DG01493,2026-04
53,15,グルカゴン様ペプチド-1受容体アゴニスト,ウゴービ皮下注（各用量）ペン型,ノボ ノルディスク,ペン型（多回使用）,ウゴービペン,0.25〜2.4mg,皮下注,週1回,肥満症,可,https://www.kegg.jp/medicus-bin/similar_product?kegg_drug=DG01493,2026-04
54,63,チルゼパチド製剤,マンジャロ皮下注（各用量）アテオス,日本イーライリリー,アテオス（一体型使い捨て）,アテオス,2.5〜15mg,皮下注,週1回,2型糖尿病,可,https://www.kegg.jp/medicus-bin/similar_product?kegg_drug=DG01493,2026-04
55,63,チルゼパチド製剤,ゼップバウンド皮下注（各用量）アテオス,日本イーライリリー,アテオス（一体型使い捨て）,アテオス,2.5〜15mg,皮下注,週1回,肥満症,可,https://www.kegg.jp/medicus-bin/similar_product?kegg_drug=DG01493,2026-04
56,19,エタネルセプト製剤,エンブレル皮下注,ファイザー,プレフィルドシリンジ/プレフィルドペン,,10mg/25mg/50mg,皮下注,週1〜2回,関節リウマチ・乾癬等,可,https://yukawa-clinic.jp/knowledge/biologicalpreparation/feature.html,2026-04
57,19,エタネルセプト製剤,エタネルセプトBS皮下注,各社BS,プレフィルドシリンジ/プレフィルドペン,,10mg/25mg/50mg,皮下注,週1〜2回,関節リウマチ,可,https://yukawa-clinic.jp/knowledge/biologicalpreparation/feature.html,2026-04
58,23,アダリムマブ製剤,ヒュミラ皮下注シリンジ,アッヴィ,プレフィルドシリンジ,,40mg/0.8mL,皮下注,2週毎,関節リウマチ・乾癬・クローン病等,可,https://yukawa-clinic.jp/knowledge/biologicalpreparation/feature.html,2026-04
59,23,アダリムマブ製剤,ヒュミラ皮下注ペン,アッヴィ,プレフィルドペン（オートインジェクター）,,40mg/0.4mL,皮下注,2週毎,関節リウマチ・乾癬・クローン病等,可,https://yukawa-clinic.jp/knowledge/biologicalpreparation/feature.html,2026-04
60,23,アダリムマブ製剤,アダリムマブBS皮下注,各社BS,プレフィルドシリンジ/プレフィルドペン,,40mg,皮下注,2週毎,関節リウマチ,可,https://yukawa-clinic.jp/knowledge/biologicalpreparation/feature.html,2026-04
61,28,セルトリズマブペゴル製剤,シムジア皮下注シリンジ,UCBジャパン,プレフィルドシリンジ,,200mg/mL,皮下注,2〜4週毎,関節リウマチ・乾癬等,可,https://yukawa-clinic.jp/knowledge/biologicalpreparation/feature.html,2026-04
62,28,セルトリズマブペゴル製剤,シムジア皮下注オートクリックス,UCBジャパン,オートインジェクター,オートクリックス,200mg/mL,皮下注,2〜4週毎,関節リウマチ・乾癬等,可,https://yukawa-clinic.jp/knowledge/biologicalpreparation/feature.html,2026-04
63,29,トシリズマブ製剤,アクテムラ皮下注シリンジ,中外製薬,プレフィルドシリンジ,,162mg/0.9mL,皮下注,2週毎,関節リウマチ,可,https://yukawa-clinic.jp/knowledge/biologicalpreparation/feature.html,2026-04
64,29,トシリズマブ製剤,アクテムラ皮下注オートインジェクター,中外製薬,オートインジェクター,,162mg/0.9mL,皮下注,2週毎,関節リウマチ,可,https://yukawa-clinic.jp/knowledge/biologicalpreparation/feature.html,2026-04
65,31,アバタセプト製剤,オレンシア皮下注シリンジ,ブリストル・マイヤーズ スクイブ,プレフィルドシリンジ,,125mg/mL,皮下注,週1回,関節リウマチ,可,https://yukawa-clinic.jp/knowledge/biologicalpreparation/feature.html,2026-04
66,31,アバタセプト製剤,オレンシア皮下注オートインジェクター,ブリストル・マイヤーズ スクイブ,オートインジェクター,,125mg/mL,皮下注,週1回,関節リウマチ,可,https://yukawa-clinic.jp/knowledge/biologicalpreparation/feature.html,2026-04
67,41,ゴリムマブ製剤,シンポニー皮下注シリンジ,ヤンセン,プレフィルドシリンジ,,50mg/0.5mL,皮下注,4週毎,関節リウマチ・潰瘍性大腸炎,可（条件付き）,https://yukawa-clinic.jp/knowledge/biologicalpreparation/feature.html,2026-04
68,41,ゴリムマブ製剤,シンポニー皮下注オートインジェクター,ヤンセン,オートインジェクター,スマートジェクト,50mg/0.5mL,皮下注,4週毎,関節リウマチ・潰瘍性大腸炎,可（条件付き）,https://yukawa-clinic.jp/knowledge/biologicalpreparation/feature.html,2026-04
69,44,サリルマブ製剤,ケブザラ皮下注シリンジ,サノフィ,プレフィルドシリンジ,,150mg/200mg,皮下注,2週毎,関節リウマチ,可,https://yukawa-clinic.jp/knowledge/biologicalpreparation/feature.html,2026-04
70,44,サリルマブ製剤,ケブザラ皮下注ペン,サノフィ,プレフィルドペン,,150mg/200mg,皮下注,2週毎,関節リウマチ,可,https://yukawa-clinic.jp/knowledge/biologicalpreparation/feature.html,2026-04
71,73,オゾラリズマブ製剤,ナノゾラ皮下注,大正製薬,プレフィルドシリンジ,,30mg/0.6mL,皮下注,4週毎,関節リウマチ,可,https://www.taisho.co.jp/company/news/2023/20231201001463.html,2026-04
72,35,セクキヌマブ製剤,コセンティクス皮下注シリンジ,ノバルティス,プレフィルドシリンジ,,150mg/300mg,皮下注,4週毎,乾癬・強直性脊椎炎,可,https://med.skk-net.com/diagnostics/smbg-c101.html,2026-04
73,35,セクキヌマブ製剤,コセンティクス皮下注ペン,ノバルティス,プレフィルドペン,センソレディペン,150mg/300mg,皮下注,4週毎,乾癬・強直性脊椎炎,可,https://med.skk-net.com/diagnostics/smbg-c101.html,2026-04
74,37,ブロダルマブ製剤,ルミセフ皮下注シリンジ,アストラゼネカ,プレフィルドシリンジ,,210mg/1.5mL,皮下注,2週毎,乾癬,可,https://med.skk-net.com/diagnostics/smbg-c101.html,2026-04
75,40,イキセキズマブ製剤,トルツ皮下注シリンジ,日本イーライリリー,プレフィルドシリンジ,,80mg/mL,皮下注,2〜4週毎,乾癬・関節症性乾癬,可,https://med.skk-net.com/diagnostics/smbg-c101.html,2026-04
76,40,イキセキズマブ製剤,トルツ皮下注オートインジェクター,日本イーライリリー,オートインジェクター,,80mg/mL,皮下注,2〜4週毎,乾癬・関節症性乾癬,可,https://med.skk-net.com/diagnostics/smbg-c101.html,2026-04
77,45,デュピルマブ製剤,デュピクセント皮下注シリンジ,サノフィ,プレフィルドシリンジ,,300mg/2mL,皮下注,2週毎,アトピー性皮膚炎・喘息,可,https://www.support-allergy.com/selfinjection/injection,2026-04
78,45,デュピルマブ製剤,デュピクセント皮下注ペン,サノフィ,プレフィルドペン,,300mg/2mL,皮下注,2週毎,アトピー性皮膚炎・喘息,可,https://www.support-allergy.com/selfinjection/injection,2026-04
79,72,テゼペルマブ製剤,テゼスパイア皮下注シリンジ,アストラゼネカ,プレフィルドシリンジ,,210mg/1.86mL,皮下注,4週毎,気管支喘息,可,https://med.skk-net.com/diagnostics/smbg-c101.html,2026-04
80,72,テゼペルマブ製剤,テゼスパイア皮下注ペン,アストラゼネカ,プレフィルドペン,,210mg/1.86mL,皮下注,4週毎,気管支喘息,可,https://med.skk-net.com/diagnostics/smbg-c101.html,2026-04
81,74,トラロキヌマブ製剤,アドトラーザ皮下注シリンジ,LEO Pharma,プレフィルドシリンジ,,150mg/mL,皮下注,2〜4週毎,アトピー性皮膚炎,可,https://www.leo-pharma.jp/media-center/news/2024-04-01,2026-04
82,68,ネモリズマブ製剤,ミチーガ皮下注シリンジ,マルホ,プレフィルドシリンジ,,60mg/mL,皮下注,4週毎,アトピー性皮膚炎,可,https://med.skk-net.com/diagnostics/smbg-c101.html,2026-04
83,64,ビメキズマブ製剤,ビンゼレックス皮下注シリンジ,UCBジャパン,プレフィルドシリンジ,,160mg/mL,皮下注,4〜8週毎,乾癬,可,https://med.skk-net.com/diagnostics/smbg-c101.html,2026-04
84,64,ビメキズマブ製剤,ビンゼレックス皮下注ペン,UCBジャパン,プレフィルドペン,,160mg/mL,皮下注,4〜8週毎,乾癬,可,https://med.skk-net.com/diagnostics/smbg-c101.html,2026-04
85,77,ミリキズマブ製剤,オンボー皮下注シリンジ,日本イーライリリー,プレフィルドシリンジ,,125mg/mL,皮下注,4〜8週毎,乾癬・潰瘍性大腸炎,可,https://med.skk-net.com/diagnostics/smbg-c101.html,2026-04
86,77,ミリキズマブ製剤,オンボー皮下注ペン,日本イーライリリー,プレフィルドペン,,125mg/mL,皮下注,4〜8週毎,乾癬・潰瘍性大腸炎,可,https://med.skk-net.com/diagnostics/smbg-c101.html,2026-04
87,24,テリパラチド製剤,フォルテオ皮下注キット,日本イーライリリー,プレフィルドペン,フォルテオペン,600μg/2.4mL,皮下注,毎日,骨粗鬆症,可,https://med.skk-net.com/diagnostics/smbg-c101.html,2026-04
88,24,テリパラチド製剤,テリボン皮下注オートインジェクター28.2μg,旭化成ファーマ,オートインジェクター,,28.2μg,皮下注,週2回,骨粗鬆症,可,https://akp-pharma-digital.com/products/list/155,2026-04
89,58,アバロパラチド酢酸塩製剤,オスタバロ皮下注カートリッジ1.5mg,帝人ファーマ,ペン型（カートリッジ）,オスタバロペン,1.5mg,皮下注,毎日,骨粗鬆症,可,https://med.skk-net.com/diagnostics/smbg-c101.html,2026-04
90,25,アドレナリン製剤,エピペン注射液0.15mg,マイラン EPD,オートインジェクター,エピペン,0.15mg,筋注,緊急時,アナフィラキシー,可,https://med.skk-net.com/diagnostics/smbg-c101.html,2026-04
91,25,アドレナリン製剤,エピペン注射液0.3mg,マイラン EPD,オートインジェクター,エピペン,0.3mg,筋注,緊急時,アナフィラキシー,可,https://med.skk-net.com/diagnostics/smbg-c101.html,2026-04
92,36,エボロクマブ製剤,レパーサ皮下注シリンジ,アムジェン,プレフィルドシリンジ,,140mg/mL,皮下注,2〜4週毎,脂質異常症・家族性高コレステロール血症,可,https://med.skk-net.com/diagnostics/smbg-c101.html,2026-04
93,36,エボロクマブ製剤,レパーサ皮下注ペン,アムジェン,プレフィルドペン,ピュッシュクリックペン,140mg/mL,皮下注,2〜4週毎,脂質異常症・家族性高コレステロール血症,可,https://med.skk-net.com/diagnostics/smbg-c101.html,2026-04
94,38,アリロクマブ製剤,プラルエント皮下注ペン,サノフィ,プレフィルドペン,,75mg/150mg,皮下注,2〜4週毎,脂質異常症・家族性高コレステロール血症,可,https://med.skk-net.com/diagnostics/smbg-c101.html,2026-04
95,50,メポリズマブ製剤,ヌーカラ皮下注シリンジ,グラクソ・スミスクライン,プレフィルドシリンジ,,100mg/mL,皮下注,4週毎,気管支喘息・EGPA・鼻茸,可,https://med.skk-net.com/diagnostics/smbg-c101.html,2026-04
96,50,メポリズマブ製剤,ヌーカラ皮下注ペン,グラクソ・スミスクライン,プレフィルドペン,,100mg/mL,皮下注,4週毎,気管支喘息・EGPA・鼻茸,可,https://med.skk-net.com/diagnostics/smbg-c101.html,2026-04
97,51,オマリズマブ製剤,ゾレア皮下注シリンジ,ノバルティス,プレフィルドシリンジ,,75mg/150mg,皮下注,2〜4週毎,気管支喘息・蕁麻疹,可,https://med.skk-net.com/diagnostics/smbg-c101.html,2026-04
98,62,メトトレキサート製剤,メトジェクト皮下注シリンジ,ファイザー,プレフィルドシリンジ,,7.5〜25mg,皮下注,週1回,関節リウマチ,可,https://med.skk-net.com/diagnostics/smbg-c101.html,2026-04
99,62,メトトレキサート製剤,メトジェクト皮下注ペン,ファイザー,プレフィルドペン,,7.5〜25mg,皮下注,週1回,関節リウマチ,可,https://med.skk-net.com/diagnostics/smbg-c101.html,2026-04
100,42,エミシズマブ製剤,ヘムライブラ皮下注シリンジ,中外製薬,プレフィルドシリンジ,,30mg/60mg/105mg/150mg,皮下注,週1〜4週毎,血友病A（インヒビター保有・非保有）,可,https://med.skk-net.com/diagnostics/smbg-c101.html,2026-04
101,80,マルスタシマブ（遺伝子組換え）,ヒムペブジ皮下注150mgペン,ファイザー,プレフィルドペン,,150mg,皮下注,15日毎,先天性血友病（インヒビター非保有）,可,data/001440805.pdf,2026-04
102,81,ロザノリキシズマブ（遺伝子組換え）,リスティーゴ皮下注280mg,ユーシービー,プレフィルドシリンジ,,280mg,皮下注,15日毎（体重別）,全身型重症筋無力症,可,data/001440805.pdf,2026-04
103,82,ベンラリズマブ（遺伝子組換え）,ファセンラ皮下注30mgシリンジ,アストラゼネカ,プレフィルドシリンジ,,30mg/mL,皮下注,4週毎,気管支喘息・EGPA,可,data/001440805.pdf,2026-04
104,82,ベンラリズマブ（遺伝子組換え）,ファセンラ皮下注30mgペン,アストラゼネカ,プレフィルドペン,,30mg/mL,皮下注,4週毎,気管支喘息・EGPA,可,data/001440805.pdf,2026-04
